P/N,Cost to cost comp,Vendor,Q'ty ,vendor confirm date,ETD ,total_value,status,Ref Document,Ref Date
C125621070,,ZEIHON,2975,0,20180531,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,2975,0,20180531,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,2975,0,20180531,,0,20220228-H01 C125621070_Revised 20220324,20220228
C125621070,,ZEIHON,5100,0,20180531,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,5100,0,20180531,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,5100,0,20180531,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,5100,0,20180531,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,5100,0,20180531,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,5100,0,20180531,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,5100,0,20180531,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,5100,0,20180531,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,5100,0,20180531,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,5100,0,20180531,,0,20220228-H01 C125621070_Revised 20220324,20220228
C125621070,,ZEIHON,5100,0,20180531,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,5100,0,20180531,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,5100,0,20180531,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,5100,0,20180531,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,5100,0,20180531,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,5100,0,20180531,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,5100,0,20180531,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,5100,0,20180531,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,5100,0,20180531,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,5100,0,20180531,,0,20220228-H01 C125621070_Revised 20220324,20220228
C125621070,,ZEIHON,2827,0,20180531,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,2827,0,20180531,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,2827,0,20180531,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,2827,0,20180531,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,2827,0,20180531,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,2827,0,20180531,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,2827,0,20180531,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,2827,0,20180531,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,2827,0,20180531,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,2827,0,20180531,,0,20220228-H01 C125621070_Revised 20220324,20220228
C125621070,,ZEIHON,182,0,20180531,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,182,0,20180531,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,182,0,20180531,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,182,0,20180531,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,182,0,20180531,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,182,0,20180531,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,182,0,20180531,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,182,0,20180531,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,182,0,20180531,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,182,0,20180531,,0,20220228-H01 C125621070_Revised 20220324,20220228
C125621070,,ZEIHON,126,0,20180601,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,126,0,20180601,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,126,0,20180601,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,126,0,20180601,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,126,0,20180601,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,126,0,20180601,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,126,0,20180601,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,126,0,20180601,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,126,0,20180601,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,126,0,20180601,,0,20220228-H01 C125621070_Revised 20220324,20220228
B120277040,,ZEIHON,2000,0,20180601,,0,,0
402142,,FONJAW,6300,0,20180614,,0,,0
402141,,FONJAW,2800,0,20180614,,0,,0
110710,,FONJAW,5600,0,20180614,,0,,0
402159,,HOSONG,5396,0,20180614,,0,,0
Q121529102,1.0,HOSONG,10500,0,20180614,10500.0,0,20200303-H01 Q121529102,20200303
Q121529102,1.0,HOSONG,10500,0,20180614,10500.0,0,20221011-H01 Q121529102,20221011
Q121529102,1.0,HOSONG,10500,0,20180614,10500.0,0,20221213-H01 Q121529102,20221213
M623532151,,ZEIHON,3150,0,20180614,,0,,0
C222814072,,ZEIHON,1960,0,20180614,,0,20181031-H01 C222814072,20181031
C222814072,,ZEIHON,3920,0,20180614,,0,20181031-H01 C222814072,20181031
E520278181,,ZEIHON,1005,0,20180614,,0,20190808- H01 E520278181,20190808
E520278181,,ZEIHON,1005,0,20180614,,0,20191106-H01 E520278181,20191106
E520278181,,ZEIHON,1005,0,20180614,,0,20200207-H01 E520278181,20200207
E520278181,,ZEIHON,7995,0,20180614,,0,20190808- H01 E520278181,20190808
E520278181,,ZEIHON,7995,0,20180614,,0,20191106-H01 E520278181,20191106
E520278181,,ZEIHON,7995,0,20180614,,0,20200207-H01 E520278181,20200207
R820278101,,ZEIHON,10000,0,20180614,,0,20190801-H01 R820278101,20190801
R820278101,,ZEIHON,10000,0,20180614,,0,20191108-H01-R820278101,20191108
R920277103,,ZEIHON,4977,0,20180614,,0,20180822-H01 R920277103,20180822
R920277103,,ZEIHON,4977,0,20180614,,0,20181015-H01 R920277103,20181015
R920277103,,ZEIHON,1623,0,20180614,,0,20180822-H01 R920277103,20180822
R920277103,,ZEIHON,1623,0,20180614,,0,20181015-H01 R920277103,20181015
R821651102,,ZEIHON,2800,0,20180614,,0,,0
M625133171,,ZEIHON,1483,0,20180614,,0,,0
M625133171,,ZEIHON,2100,0,20180614,,0,,0
M625133171,,ZEIHON,2100,0,20180614,,0,,0
M625133171,,ZEIHON,617,0,20180614,,0,,0
M921651057,1.0,ZEIHON,5314,0,20180614,5314.0,0,20181016-H01 M921651057,20181016
M921651057,1.0,ZEIHON,5314,0,20180614,5314.0,0,20190916- H02 M921651057,20190916
M921651057,1.0,ZEIHON,5314,0,20180614,5314.0,0,20191007-H01 M921651057,20191007
M921651057,1.0,ZEIHON,5314,0,20180614,5314.0,0,20191023-H01 M921651057,20191023
M921651057,1.0,ZEIHON,5314,0,20180614,5314.0,0,20191107-H01-M921651057,20191107
M921651057,1.0,ZEIHON,2486,0,20180614,2486.0,0,20181016-H01 M921651057,20181016
M921651057,1.0,ZEIHON,2486,0,20180614,2486.0,0,20190916- H02 M921651057,20190916
M921651057,1.0,ZEIHON,2486,0,20180614,2486.0,0,20191007-H01 M921651057,20191007
M921651057,1.0,ZEIHON,2486,0,20180614,2486.0,0,20191023-H01 M921651057,20191023
M921651057,1.0,ZEIHON,2486,0,20180614,2486.0,0,20191107-H01-M921651057,20191107
B120277040,,ZEIHON,200,0,20180614,,0,,0
B120277040,,ZEIHON,600,0,20180614,,0,,0
B120277040,,ZEIHON,2200,0,20180614,,0,,0
C225621072,,ZEIHON,700,0,20180614,,0,,0
C225621072,,ZEIHON,7385,0,20180614,,0,,0
C225621072,,ZEIHON,1015,0,20180614,,0,,0
B125621040,,ZEIHON,4480,0,20180614,,0,20190626-C01 B125621040,20190626
S520277069,,ZEIHON,7200,0,20180614,,0,,0
V423988159,1.0,ZEIHON,5000,0,20180614,5000.0,0,20180712-C02 V423988159,20180712
C49599050,,ZEIHON,1249,0,20180614,,0,,0
C125621070,,ZEIHON,1965,0,20180614,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,1965,0,20180614,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,1965,0,20180614,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,1965,0,20180614,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,1965,0,20180614,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,1965,0,20180614,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,1965,0,20180614,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,1965,0,20180614,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,1965,0,20180614,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,1965,0,20180614,,0,20220228-H01 C125621070_Revised 20220324,20220228
C125621070,,ZEIHON,5100,0,20180614,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,5100,0,20180614,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,5100,0,20180614,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,5100,0,20180614,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,5100,0,20180614,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,5100,0,20180614,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,5100,0,20180614,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,5100,0,20180614,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,5100,0,20180614,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,5100,0,20180614,,0,20220228-H01 C125621070_Revised 20220324,20220228
C125621070,,ZEIHON,5100,0,20180614,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,5100,0,20180614,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,5100,0,20180614,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,5100,0,20180614,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,5100,0,20180614,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,5100,0,20180614,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,5100,0,20180614,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,5100,0,20180614,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,5100,0,20180614,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,5100,0,20180614,,0,20220228-H01 C125621070_Revised 20220324,20220228
C125621070,,ZEIHON,2489,0,20180614,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,2489,0,20180614,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,2489,0,20180614,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,2489,0,20180614,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,2489,0,20180614,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,2489,0,20180614,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,2489,0,20180614,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,2489,0,20180614,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,2489,0,20180614,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,2489,0,20180614,,0,20220228-H01 C125621070_Revised 20220324,20220228
B120277040,,ZEIHON,1500,0,20180613,,0,,0
32006-026,,YI CHUNG,50,0,20180606,,0,20221007-H02 32006-026,20221007
C225133073,1.0,ZEIHON,1050,0,20180615,1050.0,0,20181105-C01 C225133073,20181105
C225133073,1.0,ZEIHON,1050,0,20180615,1050.0,0,20221221-H02 C225133073,20221221
M623532151,,ZEIHON,3150,0,20180621,,0,,0
M623532151,,ZEIHON,3150,0,20180621,,0,,0
C222814072,,ZEIHON,2450,0,20180621,,0,20181031-H01 C222814072,20181031
C222814072,,ZEIHON,980,0,20180621,,0,20181031-H01 C222814072,20181031
E520278181,,ZEIHON,1005,0,20180621,,0,20190808- H01 E520278181,20190808
E520278181,,ZEIHON,1005,0,20180621,,0,20191106-H01 E520278181,20191106
E520278181,,ZEIHON,1005,0,20180621,,0,20200207-H01 E520278181,20200207
E520278181,,ZEIHON,2995,0,20180621,,0,20190808- H01 E520278181,20190808
E520278181,,ZEIHON,2995,0,20180621,,0,20191106-H01 E520278181,20191106
E520278181,,ZEIHON,2995,0,20180621,,0,20200207-H01 E520278181,20200207
E520278181,,ZEIHON,2000,0,20180621,,0,20190808- H01 E520278181,20190808
E520278181,,ZEIHON,2000,0,20180621,,0,20191106-H01 E520278181,20191106
E520278181,,ZEIHON,2000,0,20180621,,0,20200207-H01 E520278181,20200207
R920277103,,ZEIHON,4800,0,20180621,,0,20180822-H01 R920277103,20180822
R920277103,,ZEIHON,4800,0,20180621,,0,20181015-H01 R920277103,20181015
C225133073,1.0,ZEIHON,2100,0,20180621,2100.0,0,20181105-C01 C225133073,20181105
C225133073,1.0,ZEIHON,2100,0,20180621,2100.0,0,20221221-H02 C225133073,20221221
C225133073,1.0,ZEIHON,632,0,20180621,632.0,0,20181105-C01 C225133073,20181105
C225133073,1.0,ZEIHON,632,0,20180621,632.0,0,20221221-H02 C225133073,20221221
C225133073,1.0,ZEIHON,418,0,20180621,418.0,0,20181105-C01 C225133073,20181105
C225133073,1.0,ZEIHON,418,0,20180621,418.0,0,20221221-H02 C225133073,20221221
M921651057,1.0,ZEIHON,3000,0,20180621,3000.0,0,20181016-H01 M921651057,20181016
M921651057,1.0,ZEIHON,3000,0,20180621,3000.0,0,20190916- H02 M921651057,20190916
M921651057,1.0,ZEIHON,3000,0,20180621,3000.0,0,20191007-H01 M921651057,20191007
M921651057,1.0,ZEIHON,3000,0,20180621,3000.0,0,20191023-H01 M921651057,20191023
M921651057,1.0,ZEIHON,3000,0,20180621,3000.0,0,20191107-H01-M921651057,20191107
C221441072,,ZEIHON,5880,0,20180621,,0,20180509-H01 C221441072,20180509
C221441072,,ZEIHON,980,0,20180621,,0,20180509-H01 C221441072,20180509
C225621072,,ZEIHON,2485,0,20180621,,0,,0
C225621072,,ZEIHON,2415,0,20180621,,0,,0
B125621040,,ZEIHON,560,0,20180621,,0,20190626-C01 B125621040,20190626
B125621040,,ZEIHON,4200,0,20180621,,0,20190626-C01 B125621040,20190626
S520277069,,ZEIHON,2400,0,20180621,,0,,0
S520277069,,ZEIHON,2400,0,20180621,,0,,0
V423988159,1.0,ZEIHON,593,0,20180621,593.0,0,20180712-C02 V423988159,20180712
V423988159,1.0,ZEIHON,500,0,20180621,500.0,0,20180712-C02 V423988159,20180712
V423988159,1.0,ZEIHON,5000,0,20180621,5000.0,0,20180712-C02 V423988159,20180712
C49599050,,ZEIHON,1777,0,20180621,,0,,0
C49599050,,ZEIHON,1582,0,20180621,,0,,0
C125621070,,ZEIHON,2503,0,20180621,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,2503,0,20180621,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,2503,0,20180621,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,2503,0,20180621,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,2503,0,20180621,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,2503,0,20180621,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,2503,0,20180621,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,2503,0,20180621,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,2503,0,20180621,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,2503,0,20180621,,0,20220228-H01 C125621070_Revised 20220324,20220228
C125621070,,ZEIHON,6510,0,20180621,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,6510,0,20180621,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,6510,0,20180621,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,6510,0,20180621,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,6510,0,20180621,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,6510,0,20180621,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,6510,0,20180621,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,6510,0,20180621,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,6510,0,20180621,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,6510,0,20180621,,0,20220228-H01 C125621070_Revised 20220324,20220228
90982B,,CHIPS,2200,0,20180621,,0,,0
90982B,,CHIPS,104,0,20180621,,0,,0
F403931,,HOSONG,2363,0,20180628,,0,20190328-H02 F403931,20190328
Q121529102,1.0,HOSONG,8999,0,20180628,8999.0,0,20200303-H01 Q121529102,20200303
Q121529102,1.0,HOSONG,8999,0,20180628,8999.0,0,20221011-H01 Q121529102,20221011
Q121529102,1.0,HOSONG,8999,0,20180628,8999.0,0,20221213-H01 Q121529102,20221213
B723988146,,ZEIHON,3000,0,20180628,,0,,0
C222814072,,ZEIHON,3430,0,20180628,,0,20181031-H01 C222814072,20181031
E520278181,,ZEIHON,5000,0,20180628,,0,20190808- H01 E520278181,20190808
E520278181,,ZEIHON,5000,0,20180628,,0,20191106-H01 E520278181,20191106
E520278181,,ZEIHON,5000,0,20180628,,0,20200207-H01 E520278181,20200207
R820278101,,ZEIHON,3000,0,20180628,,0,20190801-H01 R820278101,20190801
R820278101,,ZEIHON,3000,0,20180628,,0,20191108-H01-R820278101,20191108
R920277103,,ZEIHON,4200,0,20180628,,0,20180822-H01 R920277103,20180822
R920277103,,ZEIHON,4200,0,20180628,,0,20181015-H01 R920277103,20181015
M625133171,,ZEIHON,2100,0,20180628,,0,,0
B120277040,,ZEIHON,2000,0,20180628,,0,,0
C225621072,,ZEIHON,4200,0,20180628,,0,,0
B125621040,,ZEIHON,800,0,20180628,,0,20190626-C01 B125621040,20190626
B125621040,,ZEIHON,4800,0,20180628,,0,20190626-C01 B125621040,20190626
S520277069,,ZEIHON,7200,0,20180628,,0,,0
C125621070,,ZEIHON,3150,0,20180628,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,3150,0,20180628,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,3150,0,20180628,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,3150,0,20180628,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,3150,0,20180628,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,3150,0,20180628,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,3150,0,20180628,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,3150,0,20180628,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,3150,0,20180628,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,3150,0,20180628,,0,20220228-H01 C125621070_Revised 20220324,20220228
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20190917- H02 R824279M102,20190917
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20191003-H01 R824279M102,20191003
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20191107-H02-R824279M102,20191107
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20191213-H03 R824279M102,20191213
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20191216-H01 R824279M102,20191216
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20210318-H01 R824279M102_Revised 20210521,20210318
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20210514-C01 R824279M102,20210514
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20220301-C01 R824279M102_Revised 20220330,20220301
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20220512-H01 R824279M102,20220512
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20220817-H01 R824279M102,20220817
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20221020-H01 R824279M102 Revised 20230117,20221020
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20230501-H01 R824279M102 Revised 20230803,20230501
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20230531-C01 R824279M102 Revised 20230803,20230531
R824279M102,1.0,ZEIHON,1680,0,20180628,1680.0,0,20230712-C01 R824279M102 Revised 20230803,20230712
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20190917- H02 R824279M102,20190917
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20191003-H01 R824279M102,20191003
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20191107-H02-R824279M102,20191107
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20191213-H03 R824279M102,20191213
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20191216-H01 R824279M102,20191216
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20210318-H01 R824279M102_Revised 20210521,20210318
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20210514-C01 R824279M102,20210514
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20220301-C01 R824279M102_Revised 20220330,20220301
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20220512-H01 R824279M102,20220512
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20220817-H01 R824279M102,20220817
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20221020-H01 R824279M102 Revised 20230117,20221020
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20230501-H01 R824279M102 Revised 20230803,20230501
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20230531-C01 R824279M102 Revised 20230803,20230531
R824279M102,1.0,ZEIHON,1400,0,20180630,1400.0,0,20230712-C01 R824279M102 Revised 20230803,20230712
C125621139,,ZEIHON,1440,0,20180630,,0,,0
C125621070,,ZEIHON,126,0,20180630,,0,20180904-C01 C125621070,20180904
C125621070,,ZEIHON,126,0,20180630,,0,20190506-H01 C125621070,20190506
C125621070,,ZEIHON,126,0,20180630,,0,20190523-C01 C125621070,20190523
C125621070,,ZEIHON,126,0,20180630,,0,20190717-C01 C125621070,20190717
C125621070,,ZEIHON,126,0,20180630,,0,20200117-C01 C125621070,20200117
C125621070,,ZEIHON,126,0,20180630,,0,20201028-C01 C125621070,20201028
C125621070,,ZEIHON,126,0,20180630,,0,20201029-H01 C125621070,20201029
C125621070,,ZEIHON,126,0,20180630,,0,20201116-C01 C125621070,20201116
C125621070,,ZEIHON,126,0,20180630,,0,20210105-H01 C125621070 Revised 20210122,20210105
C125621070,,ZEIHON,126,0,20180630,,0,20220228-H01 C125621070_Revised 20220324,20220228
B120277040,,ZEIHON,2000,0,20180703,,0,,0
5700556,,JAAN CHERNG,25,0,20180703,,0,20181114-H01 5700556,20181114
5700556,,JAAN CHERNG,25,0,20180703,,0,20181213-H01 5700556,20181213
5700556,,JAAN CHERNG,25,0,20180703,,0,20190108-H01 5700556,20190108
5700556,,JAAN CHERNG,25,0,20180703,,0,20190306-H01 5700556_revised_20190419,20190306
5700556,,JAAN CHERNG,25,0,20180703,,0,20190419-H02 5700556,20190419
5700556,,JAAN CHERNG,25,0,20180703,,0,20191219-H01 5700556,20191219
5700556,,JAAN CHERNG,25,0,20180703,,0,20200303-C01 5700556,20200303
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20190917- H02 R824279M102,20190917
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20191003-H01 R824279M102,20191003
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20191107-H02-R824279M102,20191107
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20191213-H03 R824279M102,20191213
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20191216-H01 R824279M102,20191216
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20210318-H01 R824279M102_Revised 20210521,20210318
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20210514-C01 R824279M102,20210514
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20220301-C01 R824279M102_Revised 20220330,20220301
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20220512-H01 R824279M102,20220512
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20220817-H01 R824279M102,20220817
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20221020-H01 R824279M102 Revised 20230117,20221020
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20230501-H01 R824279M102 Revised 20230803,20230501
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20230531-C01 R824279M102 Revised 20230803,20230531
R824279M102,1.0,ZEIHON,1400,0,20180705,1400.0,0,20230712-C01 R824279M102 Revised 20230803,20230712
M625133171,,ZEIHON,1050,0,20180705,,0,,0
402160,,HOSONG,12996,0,20180712,,0,,0
91562,,TIAN CHYI,6612,0,20180712,,0,20180521-H01 91562,20180521
91562,,TIAN CHYI,6612,0,20180712,,0,20190515-C01 91562,20190515
91562,,TIAN CHYI,6612,0,20180712,,0,20190612-H01 91562,20190612
91562,,TIAN CHYI,6000,0,20180712,,0,20180521-H01 91562,20180521
91562,,TIAN CHYI,6000,0,20180712,,0,20190515-C01 91562,20190515
91562,,TIAN CHYI,6000,0,20180712,,0,20190612-H01 91562,20190612
91562,,TIAN CHYI,988,0,20180712,,0,20180521-H01 91562,20180521
91562,,TIAN CHYI,988,0,20180712,,0,20190515-C01 91562,20190515
91562,,TIAN CHYI,988,0,20180712,,0,20190612-H01 91562,20190612
M623532151,,ZEIHON,2520,0,20180712,,0,,0
C222814072,,ZEIHON,2261,0,20180712,,0,20181031-H01 C222814072,20181031
C222814072,,ZEIHON,1960,0,20180712,,0,20181031-H01 C222814072,20181031
C222814072,,ZEIHON,3129,0,20180712,,0,20181031-H01 C222814072,20181031
E520278181,,ZEIHON,1000,0,20180712,,0,20190808- H01 E520278181,20190808
E520278181,,ZEIHON,1000,0,20180712,,0,20191106-H01 E520278181,20191106
E520278181,,ZEIHON,1000,0,20180712,,0,20200207-H01 E520278181,20200207
E520278181,,ZEIHON,5005,0,20180712,,0,20190808- H01 E520278181,20190808
E520278181,,ZEIHON,5005,0,20180712,,0,20191106-H01 E520278181,20191106
E520278181,,ZEIHON,5005,0,20180712,,0,20200207-H01 E520278181,20200207
E520278181,,ZEIHON,2995,0,20180712,,0,20190808- H01 E520278181,20190808
E520278181,,ZEIHON,2995,0,20180712,,0,20191106-H01 E520278181,20191106
E520278181,,ZEIHON,2995,0,20180712,,0,20200207-H01 E520278181,20200207
R820278101,,ZEIHON,3400,0,20180712,,0,20190801-H01 R820278101,20190801
R820278101,,ZEIHON,3400,0,20180712,,0,20191108-H01-R820278101,20191108
R820278101,,ZEIHON,600,0,20180712,,0,20190801-H01 R820278101,20190801
R820278101,,ZEIHON,600,0,20180712,,0,20191108-H01-R820278101,20191108
R920277103,,ZEIHON,600,0,20180712,,0,20180822-H01 R920277103,20180822
R920277103,,ZEIHON,600,0,20180712,,0,20181015-H01 R920277103,20181015
R920277103,,ZEIHON,7800,0,20180712,,0,20180822-H01 R920277103,20180822
R920277103,,ZEIHON,7800,0,20180712,,0,20181015-H01 R920277103,20181015
R821651102,,ZEIHON,2800,0,20180712,,0,,0
R824279M102,1.0,ZEIHON,840,0,20180712,840.0,0,20190917- H02 R824279M102,20190917
R824279M102,1.0,ZEIHON,840,0,20180712,840.0,0,20191003-H01 R824279M102,20191003
